Account,Document Number,Assignment,Document Type,Document Date,Net Due Date,Arrears by Net Due Date,Amount in Local Currency,Text,Reference
3538890,9974691957,9974691957,DG,9/23/2025,9/23/2025,6,"-382,616.50",,PR_GR09_827_NKNR
3538890,9974692105,9974692105,DG,9/23/2025,9/23/2025,6,"-32,770.75","15,250.02 on 26.09 paid 10:07 exclude",PR_GR09_829_NKNR
3538890,9974692123,9974692123,DG,9/23/2025,9/23/2025,6,"-56,161.06",,PR_GR09_828_NKNR
3538890,9974692181,9974692181,DG,9/23/2025,9/23/2025,6,"-118,243.00","15,250.02 on 26.09 paid 10:07 exclude",PR_GR09_828_NKNR
3538890,9974692288,9974692288,DR,9/23/2025,9/24/2025,5,"34,185.42","15,250.02 on 26.09 paid 10:07 exclude",CMI2509000000399
3538890,9974697207,9974697207,DR,9/25/2025,9/26/2025,3,"3,786.13","15,250.02 on 26.09 paid 10:07 exclude",G23095353889015
3538890,9974697209,9974697209,DR,9/25/2025,9/26/2025,3,"31,565.27","15,250.02 on 26.09 paid 10:07 exclude",CMI2509000000399
3538890,9974697210,9974697210,DR,9/25/2025,9/26/2025,3,"107,317.48","15,250.02 on 26.09 paid 10:07 exclude",CMI2509000000399
3538890,9974698783,9974698783,DR,9/26/2025,9/27/2025,2,"315,652.76",,G25095353889012
3538890,9974700716,9974700716,DR,9/27/2025,9/28/2025,1,"875,576.60",,FOC.383889025X25
3538890,9974700717,9974700717,DR,9/27/2025,9/28/2025,1,"31,295.30",,2.50954E+14
3538890,9974700718,9974700718,DR,9/27/2025,9/28/2025,1,"13,159.65",,G25095353889061
3538890,9974700719,9974700719,DR,9/27/2025,9/28/2025,1,"482,508.84",,G25095353889011
3538890,9974700720,9974700720,DR,9/27/2025,9/28/2025,1,"125,237.96",,CMI2509000000452
3538890,9974700721,9974700721,DR,9/27/2025,9/28/2025,1,"70,089.88",,CMI2509000000451
3538890,9974700722,9974700722,DR,9/27/2025,9/28/2025,1,"4,450.08",,CMI2509000000451
3538890,,,,,,,"1,115,202.10",,
4205457,9974699226,9974699226,DG,9/26/2025,9/26/2025,3,"-18,768.53",,PR_GR09_723_ONNR
4205457,9974701284,9974701284,DR,9/28/2025,9/29/2025,0,"95,981.44",,SFA96602113
4205457,9974701285,9974701285,DR,9/28/2025,9/29/2025,0,"10,035.19",,FOC_96602114
4205457,9974701286,9974701286,DR,9/28/2025,9/29/2025,0,"1,204.17",,FOC_96602116
4205457,,,,,,,"88,452.27",,
4249309,9974691208,9974691208,DG,9/23/2025,9/23/2025,6,"-3,631.68",,PR_IC09_21_SMNR
4249309,9974691254,9974691254,DG,9/23/2025,9/23/2025,6,"-3,007.00",,PR_IC09_19_SMNR
4249309,9974691265,9974691265,DG,9/23/2025,9/23/2025,6,"-3,492.00",,PR_IC09_19_SMNR
4249309,9974691371,9974691371,DG,9/23/2025,9/23/2025,6,"-81,583.82",,PR_IC09_26_SMNR
4249309,9974691500,9974691500,DG,9/23/2025,9/23/2025,6,"-14,550.00",,PR_IC09_27_SMNR
4249309,9974691514,9974691514,DG,9/23/2025,9/23/2025,6,"-3,048.27",,PR_IC09_25_SMNR
4249309,9974699453,9974699453,DR,9/26/2025,9/27/2025,2,"986,212.91",,CMI2509000000533
4249309,,,,,,,"876,900.14",,
4551363,9974700499,9974700499,DR,9/27/2025,9/28/2025,1,"60,753.38",,G230954551363115
4551363,9974700550,9974700550,DR,9/27/2025,9/28/2025,1,"165,398.64",,G230954551363110
4551363,9974700551,9974700551,DR,9/27/2025,9/28/2025,1,"7,068.08",,V240954551363155
4551363,9974700552,9974700552,DR,9/27/2025,9/28/2025,1,"15,145.89",,V240954551363151
4551363,9974700573,9974700573,DR,9/27/2025,9/28/2025,1,"86,804.51",,CMI2509000000483
4551363,9974700574,9974700574,DR,9/27/2025,9/28/2025,1,"86,804.51",,CMI2509000000484
4551363,9974700575,9974700575,DR,9/27/2025,9/28/2025,1,"10,602.12",,V240954551363154
4551363,9974700576,9974700576,DR,9/27/2025,9/28/2025,1,"23,155.80",,G230954551363111
4551363,9974700577,9974700577,DR,9/27/2025,9/28/2025,1,"135,665.80",,G230954551363113
4551363,9974700578,9974700578,DR,9/27/2025,9/28/2025,1,"93,453.17",,V240954551363156
4551363,9974700579,9974700579,DR,9/27/2025,9/28/2025,1,"15,145.89",,V240954551363152
4551363,9974700601,9974700601,DR,9/27/2025,9/28/2025,1,"86,804.51",,CMI2509000000484
4551363,9974700602,9974700602,DR,9/27/2025,9/28/2025,1,"86,804.51",,CMI2509000000483
4551363,9974700738,9974700738,DG,9/27/2025,9/28/2025,1,"-1,258.73",,CMI2404000000096
4551363,9974700739,9974700739,DG,9/27/2025,9/28/2025,1,"-1,345.55",,CMI2307000000254
4551363,9974700740,9974700740,DG,9/27/2025,9/28/2025,1,-321.92,,CMI2406000000099
4551363,9974701958,9974701958,DR,9/29/2025,9/30/2025,-1,"60,753.38",,G230954551363116
4551363,9974701987,9974701987,DR,9/29/2025,9/30/2025,-1,"60,753.38",,G230954551363117
4551363,9974701988,9974701988,DR,9/29/2025,9/30/2025,-1,"60,753.38",,G230954551363114
4551363,9974701989,9974701989,DR,9/29/2025,9/30/2025,-1,"10,602.12",,V240954551363153
4551363,9974701990,9974701990,DR,9/29/2025,9/30/2025,-1,"116,816.47",,V240954551363157
4551363,9974701991,9974701991,DR,9/29/2025,9/30/2025,-1,"49,988.80",,G240954551363112
4551363,9974702044,9974702044,DR,9/29/2025,9/30/2025,-1,"60,753.38",,G24095455136319
4551363,,,,,,,"1,291,101.52",,
4619313,9974693660,9974693660,DG,9/24/2025,9/24/2025,5,"-1,358.00",,PR_WA09_94_RSNR
4619313,9974693665,9974693665,DG,9/24/2025,9/24/2025,5,"-4,850.00",,PR_WA09_93_RSNR
4619313,9974696109,9974696109,DG,9/25/2025,9/25/2025,4,"-21,888.41",,PR_WA09_95_RSNR
4619313,9974696566,,RV,9/25/2025,9/25/2025,4,"-18,897.73",,VR_WA09_09RSNR
4619313,9974698847,9974698847,DG,9/26/2025,9/26/2025,3,"-9,700.00",,PR_WA09_98_RSNR
4619313,9974698877,9974698877,DG,9/26/2025,9/26/2025,3,-51.36,,PR_WA09_101_RSNR
4619313,9974699509,9974699509,DR,9/26/2025,9/27/2025,2,"43,605.20",,CMI2509000000537
4619313,9974699510,9974699510,DR,9/26/2025,9/27/2025,2,"88,395.40",,CMI2509000000537
4619313,,,,,,,"75,255.10",,
4643980,1400032163,9974677480,DZ,9/24/2025,9/25/2025,4,-100,Overpayment for bank charge,4643980
4643980,9974691086,9974691086,DG,9/23/2025,9/23/2025,6,"-16,296.00",,PR_IC09_18_SMNR
4643980,9974691092,9974691092,DG,9/23/2025,9/23/2025,6,"-58,733.50",,PR_IC09_18_SMNR
4643980,9974691221,9974691221,DG,9/23/2025,9/23/2025,6,"-2,854.21",,PR_IC09_21_SMNR
4643980,9974691259,9974691259,DG,9/23/2025,9/23/2025,6,"-4,840.61",,PR_IC09_23_SMNR
4643980,9974691285,9974691285,DG,9/23/2025,9/23/2025,6,"-3,104.00",,PR_IC09_22_SMNR
4643980,9974691360,9974691360,DG,9/23/2025,9/23/2025,6,"-6,305.73",,PR_IC09_25_SMNR
4643980,9974691362,9974691362,DG,9/23/2025,9/23/2025,6,"-26,190.00",,PR_IC09_27_SMNR
4643980,9974691397,9974691397,DG,9/23/2025,9/23/2025,6,"-42,283.56",,PR_IC09_26_SMNR
4643980,9974695515,9974695515,DR,9/24/2025,9/25/2025,4,"624,525.06",,CMI2509000000470
4643980,,,,,,,"463,817.45",,
4705174,9974686467,,RV,9/19/2025,9/19/2025,10,"-119,458.41","564,198.37 on 27.09 paid 16:44 exclude",VR_NP09_04_PPNR
4705174,9974686771,9974686771,DG,9/19/2025,9/19/2025,10,"-100,880.00","564,198.37 on 27.09 paid 16:44 exclude",PR_NP09_61_PPNR
4705174,9974695025,9974695025,DR,9/24/2025,9/25/2025,4,"14,222.76","564,198.37 on 27.09 paid 16:44 exclude",N16095470517421
4705174,9974695843,9974695843,DR,9/25/2025,9/26/2025,3,"770,314.02","564,198.37 on 27.09 paid 16:44 exclude",N22095470517421
4705174,9974698566,9974698566,DG,9/26/2025,9/26/2025,3,-654.2,,PR_NP09_114_PPNR
4705174,9974698622,9974698622,DG,9/26/2025,9/26/2025,3,-538.3,,PR_NP09_112_PPNR
4705174,9974699315,9974699315,DG,9/26/2025,9/26/2025,3,-494.36,,PR_NP09_120_PPNR
4705174,9974699317,9974699317,DG,9/26/2025,9/26/2025,3,"-8,736.48",,PR_NP09_117_PPNR
4705174,9974699361,9974699361,DG,9/26/2025,9/26/2025,3,"-1,305.39",,PR_NP09_130_PPNR
4705174,9974699410,9974699410,DG,9/26/2025,9/26/2025,3,"-26,024.11",,PR_NP09_116_PPNR
4705174,9974699454,9974699454,DG,9/26/2025,9/26/2025,3,"-11,334.15",,PR_NP09_115_PPNR
4705174,9974699514,9974699514,DG,9/26/2025,9/26/2025,3,"-4,806.12",,PR_NP09_68_PPNR
4705174,9974699581,9974699581,DG,9/26/2025,9/26/2025,3,"-68,045.73",,PR_NP09_65_PPNR
4705174,9974699614,9974699614,DG,9/26/2025,9/26/2025,3,"-1,493.64",,PR_NP09_66_PPNR
4705174,9974699652,9974699652,DG,9/26/2025,9/26/2025,3,"-5,126.19",,PR_NP09_67_PPNR
4705174,9974699694,9974699694,DG,9/26/2025,9/26/2025,3,-690.73,,PR_NP09_105_PPNR
4705174,9974699731,9974699731,DG,9/26/2025,9/26/2025,3,"-3,126.48",,PR_NP09_103_PPNR
4705174,9974699746,9974699746,DG,9/26/2025,9/26/2025,3,"-31,528.08",,PR_NP09_70_PPNR
4705174,9974699880,9974699880,DG,9/26/2025,9/26/2025,3,"-5,934.23",,PR_NP09_121_PPNR
4705174,9974699902,9974699902,DG,9/26/2025,9/26/2025,3,"-1,241.07",,PR_NP09_128_PPNR
4705174,9974700013,9974700013,DG,9/26/2025,9/26/2025,3,-229.91,,PR_NP09_123_PPNR
4705174,9974700015,9974700015,DG,9/26/2025,9/26/2025,3,"-4,092.01",,PR_NP09_109_PPNR
4705174,9974700046,9974700046,DG,9/26/2025,9/26/2025,3,"-1,677.09",,PR_NP09_111_PPNR
4705174,9974700064,9974700064,DG,9/26/2025,9/26/2025,3,"-1,521.38",,PR_NP09_110_PPNR
4705174,9974700126,9974700126,DG,9/26/2025,9/26/2025,3,"-13,178.21",,PR_NP09_69_PPNR
4705174,9974700147,9974700147,DG,9/26/2025,9/26/2025,3,"-7,796.28",,PR_NP09_125_PPNR
4705174,9974700164,9974700164,DG,9/26/2025,9/26/2025,3,-970,,PR_NP09_127_PPNR
4705174,9974700206,9974700206,DG,9/26/2025,9/26/2025,3,"-12,322.91",,PR_NP09_108_PPNR
4705174,9974701752,9974701752,DR,9/28/2025,9/29/2025,0,"910,504.50",,N22095470517422
4705174,9974701753,9974701753,DR,9/28/2025,9/29/2025,0,"117,996.35",,N24095470517421
4705174,,,,,,,"1,379,832.17",,
4779385,9974691451,9974691451,DG,9/23/2025,9/23/2025,6,"-8,730.00",,PR_IC09_27_SMNR
4779385,9974691582,9974691582,DG,9/23/2025,9/23/2025,6,"-21,645.37",,PR_IC09_26_SMNR
4779385,,,,,,,"-30,375.37",,
4936966,9974691417,9974691417,DG,9/23/2025,9/23/2025,6,"-9,700.00",,PR_IC09_28_SMNR
4936966,9974691443,9974691443,DG,9/23/2025,9/23/2025,6,"-156,247.40",,PR_IC09_26_SMNR
4936966,9974691470,9974691470,DG,9/23/2025,9/23/2025,6,"-12,071.66",,PR_IC09_28_SMNR
4936966,9974691525,9974691525,DG,9/23/2025,9/23/2025,6,"-5,292.39",,PR_IC09_28_SMNR
4936966,,,,,,,"-183,311.45",,
4956439,800011038,,MI,9/8/2025,9/8/2025,21,"2,560.78",Charge back cash discount billing 30-31.08.2025,
4956439,9974693546,9974693546,DG,9/24/2025,9/24/2025,5,"-22,310.00",,PR_WA09_92_RSNR
4956439,9974693670,9974693670,DG,9/24/2025,9/24/2025,5,"-1,358.00",,PR_WA09_94_RSNR
4956439,9974693671,9974693671,DG,9/24/2025,9/24/2025,5,"-4,006.10",,PR_WA09_93_RSNR
4956439,9974696151,9974696151,DG,9/25/2025,9/25/2025,4,"-25,047.76",,PR_WA09_96_RSNR
4956439,9974696798,,RV,9/25/2025,9/25/2025,4,"-18,555.15",,VR_WA09_09RSNR
4956439,9974698857,9974698857,DG,9/26/2025,9/26/2025,3,"-2,425.00",,PR_WA09_98_RSNR
4956439,9974702128,9974702128,DR,9/29/2025,9/30/2025,-1,"103,427.46",,CMI2509000000532
4956439,,,,,,,"32,286.23",,
4993282,9974694852,9974694852,DR,9/24/2025,9/25/2025,4,"441,684.38","441,684.38 on 29.09 paid 06:04 exclude",CMI2509000000472
4993282,,,,,,,"441,684.38",,
5020905,9974696114,9974696114,DG,9/25/2025,9/25/2025,4,"-178,466.71",,PR_WA09_95_RSNR
5020905,9974696569,,RV,9/25/2025,9/25/2025,4,"-179,969.99",,VR_WA09_09RSNR
5020905,9974698795,9974698795,DG,9/26/2025,9/26/2025,3,"-25,220.00",,PR_WA09_98_RSNR
5020905,9974698882,9974698882,DG,9/26/2025,9/26/2025,3,"-1,980.31",,PR_WA09_101_RSNR
5020905,9974698902,9974698902,DG,9/26/2025,9/26/2025,3,-583.2,,PR_WA09_99_RSNR
5020905,9974700592,9974700592,DR,9/27/2025,9/28/2025,1,"51,713.74",,CMI2509000000371
5020905,9974700593,9974700593,DR,9/27/2025,9/28/2025,1,"51,713.74",,CMI2509000000371
5020905,9974701878,9974701878,DR,9/28/2025,9/29/2025,0,"51,713.74",,CMI2509000000371
5020905,9974702107,9974702107,DR,9/29/2025,9/30/2025,-1,"51,713.74",,CMI2509000000371
5020905,,,,,,,"-179,365.25",,
5107017,9974691136,9974691136,DG,9/23/2025,9/23/2025,6,"-209,035.00","1,273,474.73 on 26.09 paid 11:58 exclude",PR_IC09_18_SMNR
5107017,9974691177,9974691177,DG,9/23/2025,9/23/2025,6,-400,"1,273,474.73 on 26.09 paid 11:58 exclude",PR_IC09_21_SMNR
5107017,9974691473,9974691473,DG,9/23/2025,9/23/2025,6,"-10,670.00","1,273,474.73 on 26.09 paid 11:58 exclude",PR_IC09_27_SMNR
5107017,9974691546,9974691546,DG,9/23/2025,9/23/2025,6,"-4,281.62","1,273,474.73 on 26.09 paid 11:58 exclude",PR_IC09_25_SMNR
5107017,9974691564,9974691564,DG,9/23/2025,9/23/2025,6,"-2,275.80","1,273,474.73 on 26.09 paid 11:58 exclude",PR_IC09_26_SMNR
5107017,9974691639,9974691639,DG,9/23/2025,9/23/2025,6,"-15,675.36","1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_826_NKNR
5107017,9974691650,9974691650,DG,9/23/2025,9/23/2025,6,-100,"1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_825_NKNR
5107017,9974691751,9974691751,DG,9/23/2025,9/23/2025,6,"-294,763.88","1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_830_NKNR
5107017,9974691954,9974691954,DG,9/23/2025,9/23/2025,6,"-401,580.00","1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_827_NKNR
5107017,9974692103,9974692103,DG,9/23/2025,9/23/2025,6,"-35,391.96","1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_829_NKNR
5107017,9974692113,9974692113,DG,9/23/2025,9/23/2025,6,"-69,448.12","1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_828_NKNR
5107017,9974692177,9974692177,DG,9/23/2025,9/23/2025,6,"-125,857.50","1,273,474.73 on 26.09 paid 11:58 exclude",PR_GR09_828_NKNR
5107017,9974692289,9974692289,DR,9/23/2025,9/24/2025,5,"28,857.81","1,273,474.73 on 26.09 paid 11:58 exclude",CMI2509000000401
5107017,9974693562,9974693562,DG,9/24/2025,9/24/2025,5,"-22,310.00","1,273,474.73 on 26.09 paid 11:58 exclude",PR_WA09_92_RSNR
5107017,9974696799,,RV,9/25/2025,9/25/2025,4,"-10,610.21","1,273,474.73 on 26.09 paid 11:58 exclude",VR_WA09_09RSNR
5107017,9974697212,9974697212,DR,9/25/2025,9/26/2025,3,"972,934.52","1,273,474.73 on 26.09 paid 11:58 exclude",2.30955E+13
5107017,9974697213,9974697213,DR,9/25/2025,9/26/2025,3,"167,507.59","1,273,474.73 on 26.09 paid 11:58 exclude",G23095510701713
5107017,9974697300,9974697300,DR,9/25/2025,9/26/2025,3,"392,856.52","1,273,474.73 on 26.09 paid 11:58 exclude",FOC.510701723X23
5107017,9974697301,9974697301,DR,9/25/2025,9/26/2025,3,"5,746.15","1,273,474.73 on 26.09 paid 11:58 exclude",G23095510701763
5107017,9974697302,9974697302,DR,9/25/2025,9/26/2025,3,"3,313.30","1,273,474.73 on 26.09 paid 11:58 exclude",CMI2509000000401
5107017,9974697303,9974697303,DR,9/25/2025,9/26/2025,3,"15,659.73","1,273,474.73 on 26.09 paid 11:58 exclude",CMI2509000000401
5107017,9974697304,9974697304,DR,9/25/2025,9/26/2025,3,"84,523.27","1,273,474.73 on 26.09 paid 11:58 exclude",CMI2509000000401
5107017,9974697328,9974697328,DR,9/25/2025,9/26/2025,3,"158,745.35","1,273,474.73 on 26.09 paid 11:58 exclude",G230955107017145
5107017,9974697329,9974697329,DR,9/25/2025,9/26/2025,3,828.33,"1,273,474.73 on 26.09 paid 11:58 exclude",CMI2509000000402
5107017,9974697332,9974697332,DR,9/25/2025,9/26/2025,3,"131,090.96","1,273,474.73 on 26.09 paid 11:58 exclude",FOC.510701724X24
5107017,9974697333,9974697333,DR,9/25/2025,9/26/2025,3,"513,810.65","1,273,474.73 on 26.09 paid 11:58 exclude",2.30955E+13
5107017,9974700729,9974700729,DR,9/27/2025,9/28/2025,1,"6,223.63",,G250955107017115
5107017,9974700730,9974700730,DR,9/27/2025,9/28/2025,1,"6,374.93",,CMI2509000000456
5107017,9974700731,9974700731,DR,9/27/2025,9/28/2025,1,"203,079.21",,CMI2509000000456
5107017,9974700757,9974700757,DR,9/27/2025,9/28/2025,1,"13,475.15",,CMI2509000000505
5107017,9974700758,9974700758,DR,9/27/2025,9/28/2025,1,"220,956.93",,CMI2509000000506
5107017,9974700759,9974700759,DR,9/27/2025,9/28/2025,1,"210,269.65",,CMI2509000000506
5107017,9974700760,9974700760,DR,9/27/2025,9/28/2025,1,"155,755.29",,G250955107017111
5107017,9974700761,9974700761,DR,9/27/2025,9/28/2025,1,"85,054.97",,CMI2509000000452
5107017,9974700762,9974700762,DR,9/27/2025,9/28/2025,1,"3,313.30",,CMI2509000000452
5107017,9974700763,9974700763,DR,9/27/2025,9/28/2025,1,565.22,,CMI2509000000452
5107017,,,,,,,"2,178,543.01",,
5204704,1400032021,9974689170,DZ,9/23/2025,9/24/2025,5,"-3,000.00",Overpayment,5204704
5204704,9974693520,9974693520,DG,9/24/2025,9/24/2025,5,"-3,686.00",,PR_WA09_93_RSNR
5204704,9974693683,9974693683,DG,9/24/2025,9/24/2025,5,-700,,PR_WA09_94_RSNR
5204704,9974696118,9974696118,DG,9/25/2025,9/25/2025,4,"-78,720.52",,PR_WA09_95_RSNR
5204704,9974696800,,RV,9/25/2025,9/25/2025,4,"-34,204.01",,VR_WA09_09RSNR
5204704,9974698317,9974698317,DR,9/26/2025,9/27/2025,2,"132,593.10",,CMI2509000000496
5204704,9974698798,9974698798,DG,9/26/2025,9/26/2025,3,"-2,910.00",,PR_WA09_98_RSNR
5204704,9974698886,9974698886,DG,9/26/2025,9/26/2025,3,"-1,108.48",,PR_WA09_101_RSNR
5204704,9974698910,9974698910,DG,9/26/2025,9/26/2025,3,-975.6,,PR_WA09_99_RSNR
5204704,9974702141,9974702141,DR,9/29/2025,9/30/2025,-1,"106,000.83",,CMI2509000000496
5204704,,,,,,,"113,289.32",,
5268343,9974689412,9974689412,DG,9/22/2025,9/22/2025,7,"-3,395.00","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_336_ONNR
5268343,9974689469,9974689469,DG,9/22/2025,9/22/2025,7,"-16,695.29","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_338_ONNR
5268343,9974689515,9974689515,DG,9/22/2025,9/22/2025,7,-250,"54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_341_ONNR
5268343,9974689565,9974689565,DG,9/22/2025,9/22/2025,7,"-1,164.00","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_344_ONNR
5268343,9974689755,9974689755,DG,9/22/2025,9/22/2025,7,"-71,566.60","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_366_ONNR
5268343,9974689960,9974689960,DG,9/22/2025,9/22/2025,7,"-3,590.94","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_374_ONNR
5268343,9974693496,9974693496,DG,9/24/2025,9/24/2025,5,"-172,272.00",,PR_GR09_357_ONNR
5268343,9974693623,9974693623,DG,9/24/2025,9/24/2025,5,"-5,649.28","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_718_ONNR
5268343,9974696181,9974696181,DG,9/25/2025,9/25/2025,4,"-2,252.35","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_382_ONNR
5268343,9974696224,9974696224,DG,9/25/2025,9/25/2025,4,"-2,037.92","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_385_ONNR
5268343,9974696331,9974696331,DG,9/25/2025,9/25/2025,4,"-1,689.66","54,668.50 on 26.09 paid 18:50 exclude",PR_GR09_395_ONNR
5268343,9974696502,9974696502,DR,9/25/2025,9/26/2025,3,"162,959.54","54,668.50 on 26.09 paid 18:50 exclude",SFA905678
5268343,9974699013,9974699013,DG,9/26/2025,9/26/2025,3,"-1,468.67",,PR_GR09_408_ONNR
5268343,9974699106,9974699106,DG,9/26/2025,9/26/2025,3,"-1,996.46",,PR_GR09_411_ONNR
5268343,9974699256,9974699256,DG,9/26/2025,9/26/2025,3,"-2,252.22",,PR_GR09_723_ONNR
5268343,9974699915,9974699915,DG,9/26/2025,9/26/2025,3,-405.42,,PR_GR09_401_ONNR
5268343,9974701320,9974701320,DR,9/28/2025,9/29/2025,0,"375,967.94",,FOC
5268343,,,,,,,"252,241.67",,
5282904,9974698586,9974698586,DG,9/26/2025,9/26/2025,3,-654.2,,PR_NP09_113_PPNR
5282904,9974698601,9974698601,DG,9/26/2025,9/26/2025,3,"-1,858.38",,PR_NP09_112_PPNR
5282904,9974698704,9974698704,DG,9/26/2025,9/26/2025,3,-789.6,,PR_NP09_115_PPNR
5282904,9974699319,9974699319,DG,9/26/2025,9/26/2025,3,"-5,330.07",,PR_NP09_117_PPNR
5282904,9974699433,9974699433,DG,9/26/2025,9/26/2025,3,"-11,509.05",,PR_NP09_116_PPNR
5282904,9974699522,9974699522,DG,9/26/2025,9/26/2025,3,-363.15,,PR_NP09_68_PPNR
5282904,9974699545,9974699545,DG,9/26/2025,9/26/2025,3,"-1,505.34",,PR_NP09_66_PPNR
5282904,9974699580,9974699580,DR,9/26/2025,9/27/2025,2,"1,694,213.56",,N23095528290422
5282904,9974699590,9974699590,DR,9/26/2025,9/27/2025,2,"10,847.26",,N25095528290421
5282904,9974699610,9974699610,DG,9/26/2025,9/26/2025,3,"-141,196.66",,PR_NP09_65_PPNR
5282904,9974699662,9974699662,DG,9/26/2025,9/26/2025,3,"-15,650.18",,PR_NP09_67_PPNR
5282904,9974699724,9974699724,DG,9/26/2025,9/26/2025,3,"-14,545.54",,PR_NP09_105_PPNR
5282904,9974699725,9974699725,DG,9/26/2025,9/26/2025,3,"-5,609.67",,PR_NP09_103_PPNR
5282904,9974699759,9974699759,DG,9/26/2025,9/26/2025,3,"-83,247.87",,PR_NP09_70_PPNR
5282904,9974699878,9974699878,DG,9/26/2025,9/26/2025,3,"-1,483.56",,PR_NP09_121_PPNR
5282904,9974699883,9974699883,DG,9/26/2025,9/26/2025,3,"-1,285.90",,PR_NP09_128_PPNR
5282904,9974699939,9974699939,DG,9/26/2025,9/26/2025,3,-459.81,,PR_NP09_123_PPNR
5282904,9974699986,9974699986,DG,9/26/2025,9/26/2025,3,"-2,402.31",,PR_NP09_111_PPNR
5282904,9974700018,9974700018,DG,9/26/2025,9/26/2025,3,"-3,236.68",,PR_NP09_110_PPNR
5282904,9974700066,9974700066,DG,9/26/2025,9/26/2025,3,-28.02,,PR_NP09_119_PPNR
5282904,9974700081,9974700081,DG,9/26/2025,9/26/2025,3,"-2,118.44",,PR_NP09_109_PPNR
5282904,9974700127,9974700127,DG,9/26/2025,9/26/2025,3,"-101,394.83",,PR_NP09_69_PPNR
5282904,9974700176,9974700176,DG,9/26/2025,9/26/2025,3,"-4,677.77",,PR_NP09_125_PPNR
5282904,9974700225,9974700225,DG,9/26/2025,9/26/2025,3,-338.37,,PR_NP09_108_PPNR
5282904,,,,,,,"1,305,375.42",,
5288553,9974701287,9974701287,DR,9/28/2025,9/29/2025,0,"1,307,002.56",,G240955288553154
5288553,9974701315,9974701315,DR,9/28/2025,9/29/2025,0,"1,307,002.56",,G240955288553157
5288553,9974701316,9974701316,DR,9/28/2025,9/29/2025,0,"1,307,002.56",,G240955288553155
5288553,9974701317,9974701317,DR,9/28/2025,9/29/2025,0,"706,752.20",,G240955288553152
5288553,,,,,,,"4,627,759.88",,
5358365,9974615580,9974615580,DR,7/31/2025,9/15/2025,14,"989,597.14",บิลรักษาตลาด exclude,CMI2507000000680
5358365,9974654429,9974654429,DR,8/30/2025,10/15/2025,-16,"898,848.37",บิลรักษาตลาด exclude,DCM2508000000110
5358365,9974691222,9974691222,DG,9/23/2025,9/23/2025,6,"-2,248.30",,PR_IC09_21_SMNR
5358365,,,,,,,"1,886,197.21",,
5411544,9974691749,9974691749,DG,9/23/2025,9/23/2025,6,"-250,388.74",,PR_GR09_830_NKNR
5411544,9974692101,9974692101,DG,9/23/2025,9/23/2025,6,"-35,395.09",,PR_GR09_829_NKNR
5411544,9974692175,9974692175,DG,9/23/2025,9/23/2025,6,"-67,314.12",,PR_GR09_828_NKNR
5411544,9974698748,9974698748,DR,9/26/2025,9/27/2025,2,"417,270.66",,FOC.541154423X1
5411544,9974698749,9974698749,DR,9/26/2025,9/27/2025,2,"582,043.86",,FOC.541154425X25
5411544,9974698750,9974698750,DR,9/26/2025,9/27/2025,2,"26,520.43",,CMI2509000000463
5411544,9974698751,9974698751,DR,9/26/2025,9/27/2025,2,"8,019.04",,CMI2509000000464
5411544,9974698752,9974698752,DR,9/26/2025,9/27/2025,2,"2,070.81",,CMI2509000000463
5411544,9974698753,9974698753,DR,9/26/2025,9/27/2025,2,"6,649.22",,G24095541154413
5411544,9974698784,9974698784,DR,9/26/2025,9/27/2025,2,"63,130.55",,CMI2509000000463
5411544,9974698785,9974698785,DR,9/26/2025,9/27/2025,2,"70,089.88",,CMI2509000000463
5411544,9974698786,9974698786,DR,9/26/2025,9/27/2025,2,"135,626.89",,G24095541154411
5411544,9974698787,9974698787,DR,9/26/2025,9/27/2025,2,"936,685.17",,G24095541154412
5411544,9974698898,9974698898,DG,9/26/2025,9/26/2025,3,-115.56,,PR_WA09_101_RSNR
5411544,9974700894,9974700894,DR,9/27/2025,9/28/2025,1,"28,406.35",,CMI2509000000465
5411544,9974700895,9974700895,DR,9/27/2025,9/28/2025,1,"31,565.27",,CMI2509000000465
5411544,9974700896,9974700896,DR,9/27/2025,9/28/2025,1,"25,125.45",,CMI2509000000465
5411544,9974702152,9974702152,DG,9/29/2025,9/30/2025,-1,"-7,410.67",,9.04454E+12
5411544,9974702153,9974702153,DG,9/29/2025,9/30/2025,-1,-379.59,,CMI2310000000002
5411544,9974702154,9974702154,DG,9/29/2025,9/30/2025,-1,"-2,673.50",,8.01454E+12
