Account,Document Number,Assignment,Document Type,Document Date,Net Due Date,Arrears by Net Due Date,Amount in Local Currency,Text,Reference
5990267,9974696999,9974696999,DG,9/25/2025,9/25/2025,4,"-21,825.00",,PR_PC09_123_SMNR
5990267,9974697000,9974697000,DG,9/25/2025,9/25/2025,4,"-61,595.00",,PR_PC09_122_SMNR
5990267,9974697001,9974697001,DG,9/25/2025,9/25/2025,4,"-11,321.84",,PR_PC09_136_SMNR
5990267,9974697003,9974697003,DG,9/25/2025,9/25/2025,4,"-61,595.00",,PR_PC09_123_SMNR
5990267,9974697049,9974697049,DG,9/25/2025,9/25/2025,4,"-3,388.83",,PR_PC09_126_SMNR
5990267,9974697196,9974697196,DG,9/25/2025,9/25/2025,4,"-11,264.61",,PR_PC09_128_SMNR
5990267,9974697204,9974697204,DG,9/25/2025,9/25/2025,4,"-120,828.10",,PR_PC09_128_SMNR
5990267,9974697285,9974697285,DG,9/25/2025,9/25/2025,4,"-21,795.90",,PR_PC09_132_SMNR
5990267,9974698600,9974698600,DG,9/26/2025,9/26/2025,3,"-5,189.50",,PR_PC09_132_SMNR
5990267,9974698627,9974698627,DG,9/26/2025,9/26/2025,3,"-65,300.40",,PR_PC09_133_SMNR
5990267,9974698632,9974698632,DG,9/26/2025,9/26/2025,3,"-7,769.70",,PR_PC09_133_SMNR
5990267,9974698635,9974698635,DG,9/26/2025,9/26/2025,3,"-1,875.72",,PR_PC09_133_SMNR
5990267,9974698639,9974698639,DG,9/26/2025,9/26/2025,3,-420.12,,PR_PC09_133_SMNR
5990267,9974701693,9974701693,DR,9/28/2025,9/29/2025,0,"507,692.87",,CMI2509000000510
5990267,9974701695,9974701695,DR,9/28/2025,9/29/2025,0,"488,779.97",,CMI2509000000511
5990267,9974701704,9974701704,DR,9/28/2025,9/29/2025,0,"528,639.19",,CMI2509000000510
5990267,9974701705,9974701705,DR,9/28/2025,9/29/2025,0,"554,692.06",,CMI2509000000511
5990267,9974701732,9974701732,DR,9/28/2025,9/29/2025,0,"385,231.95",,CMI2509000000510
5990267,,,,,,,"664,602.15",,
6023143,9974690264,9974690264,DG,9/22/2025,9/23/2025,6,"-46,948.30","994,415.89 on 26.09 paid 01:11 exclude",CMI2509000000329
6023143,9974691151,9974691151,DG,9/23/2025,9/23/2025,6,"-3,611.81","994,415.89 on 26.09 paid 01:11 exclude",PR_IC09_21_SMNR
6023143,9974691416,9974691416,DG,9/23/2025,9/23/2025,6,"-17,460.00","994,415.89 on 26.09 paid 01:11 exclude",PR_IC09_27_SMNR
6023143,9974691493,9974691493,DG,9/23/2025,9/23/2025,6,"-34,001.84","994,415.89 on 26.09 paid 01:11 exclude",PR_IC09_26_SMNR
6023143,9974691530,9974691530,DG,9/23/2025,9/23/2025,6,"-14,947.64","994,415.89 on 26.09 paid 01:11 exclude",PR_IC09_25_SMNR
6023143,9974694352,9974694352,DR,9/22/2025,9/23/2025,6,"1,111,385.48","994,415.89 on 26.09 paid 01:11 exclude",CMI2509000000417
6023143,9974700439,9974700439,DR,9/27/2025,9/28/2025,1,"1,120,050.79",,CMI2509000000529
6023143,,,,,,,"2,114,466.68",,
6035345,9974696082,9974696082,DR,9/25/2025,9/26/2025,3,"298,164.56","298,164.56 on 26.09 paid 10:15 exclude",N24095603534522
6035345,9974699304,9974699304,DG,9/26/2025,9/26/2025,3,-102.75,,PR_NP09_118_PPNR
6035345,9974699327,9974699327,DG,9/26/2025,9/26/2025,3,"-1,961.57",,PR_NP09_120_PPNR
6035345,9974699339,9974699339,DG,9/26/2025,9/26/2025,3,"-6,355.98",,PR_NP09_117_PPNR
6035345,9974699370,9974699370,DG,9/26/2025,9/26/2025,3,"-2,360.61",,PR_NP09_130_PPNR
6035345,9974699434,9974699434,DG,9/26/2025,9/26/2025,3,"-9,590.87",,PR_NP09_116_PPNR
6035345,9974699458,9974699458,DG,9/26/2025,9/26/2025,3,"-68,571.72",,PR_NP09_115_PPNR
6035345,9974699546,9974699546,DG,9/26/2025,9/26/2025,3,-99.98,,PR_NP09_68_PPNR
6035345,9974699565,9974699565,DG,9/26/2025,9/26/2025,3,"-7,067.09",,PR_NP09_67_PPNR
6035345,9974699591,9974699591,DG,9/26/2025,9/26/2025,3,"-1,225.95",,PR_NP09_66_PPNR
6035345,9974699650,9974699650,DG,9/26/2025,9/26/2025,3,"-76,490.72",,PR_NP09_65_PPNR
6035345,9974699735,9974699735,DG,9/26/2025,9/26/2025,3,-326.08,,PR_NP09_103_PPNR
6035345,9974699758,9974699758,DG,9/26/2025,9/26/2025,3,"-45,028.71",,PR_NP09_70_PPNR
6035345,9974699893,9974699893,DG,9/26/2025,9/26/2025,3,"-2,118.59",,PR_NP09_123_PPNR
6035345,9974699950,9974699950,DG,9/26/2025,9/26/2025,3,"-15,693.34",,PR_NP09_119_PPNR
6035345,9974699962,9974699962,DG,9/26/2025,9/26/2025,3,"-3,082.23",,PR_NP09_124_PPNR
6035345,9974700139,9974700139,DG,9/26/2025,9/26/2025,3,"-35,452.59",,PR_NP09_69_PPNR
6035345,9974701247,9974701247,DR,9/27/2025,9/28/2025,1,"86,292.01",,N25095603534523
6035345,,,,,,,"108,927.79",,
6044517,9974696077,9974696077,DR,9/25/2025,9/26/2025,3,"375,417.43","186,575.02 on 26.09 paid exclude",CMI2509000000472
6044517,9974696640,,RV,9/25/2025,9/25/2025,4,"-15,527.15","186,575.02 on 26.09 paid exclude",VR_PC09_11SMNR
6044517,9974696857,,RV,9/25/2025,9/25/2025,4,"-24,662.21","186,575.02 on 26.09 paid exclude",VR_PC09_11SMNR
6044517,9974696969,9974696969,DG,9/25/2025,9/25/2025,4,"-13,880.70","186,575.02 on 26.09 paid exclude",PR_PC09_120_SMNR
6044517,9974696978,9974696978,DG,9/25/2025,9/25/2025,4,"-1,553.94","186,575.02 on 26.09 paid exclude",PR_PC09_121_SMNR
6044517,9974697011,9974697011,DG,9/25/2025,9/25/2025,4,"-4,850.00","186,575.02 on 26.09 paid exclude",PR_PC09_124_SMNR
6044517,9974697057,9974697057,DG,9/25/2025,9/25/2025,4,"-67,340.72","186,575.02 on 26.09 paid exclude",PR_PC09_126_SMNR
6044517,9974697088,9974697088,DG,9/25/2025,9/25/2025,4,"-31,913.00","186,575.02 on 26.09 paid exclude",PR_PC09_139_SMNR
6044517,9974697182,9974697182,DG,9/25/2025,9/25/2025,4,"-29,114.69","186,575.02 on 26.09 paid exclude",PR_PC09_127_SMNR
6044517,,,,,,,"186,575.02",,
6065161,9974686471,,RV,9/19/2025,9/19/2025,10,"-76,661.04",,VR_NP09_04_PPNR
6065161,9974686821,9974686821,DG,9/19/2025,9/19/2025,10,"-50,440.00",,PR_NP09_60_PPNR
6065161,9974698605,9974698605,DG,9/26/2025,9/26/2025,3,-429.9,,PR_NP09_112_PPNR
6065161,9974698707,9974698707,DG,9/26/2025,9/26/2025,3,"-1,911.48",,PR_NP09_115_PPNR
6065161,9974699253,9974699253,DG,9/26/2025,9/26/2025,3,"-4,000.37",,PR_NP09_117_PPNR
6065161,9974699348,9974699348,DG,9/26/2025,9/26/2025,3,-347.66,,PR_NP09_130_PPNR
6065161,9974699417,9974699417,DG,9/26/2025,9/26/2025,3,"-2,685.44",,PR_NP09_116_PPNR
6065161,9974699446,9974699446,DR,9/26/2025,9/27/2025,2,"645,618.96",,N2509560651612
6065161,9974699487,9974699487,DR,9/26/2025,9/27/2025,2,"331,382.26",,N25095606516122
6065161,9974699582,9974699582,DG,9/26/2025,9/26/2025,3,-861.56,,PR_NP09_67_PPNR
6065161,9974699597,9974699597,DG,9/26/2025,9/26/2025,3,"-18,901.33",,PR_NP09_66_PPNR
6065161,9974699654,9974699654,DG,9/26/2025,9/26/2025,3,"-106,971.08",,PR_NP09_65_PPNR
6065161,9974699720,9974699720,DG,9/26/2025,9/26/2025,3,"-15,643.31",,PR_NP09_103_PPNR
6065161,9974699727,9974699727,DG,9/26/2025,9/26/2025,3,-334.77,,PR_NP09_105_PPNR
6065161,9974699763,9974699763,DG,9/26/2025,9/26/2025,3,"-38,942.86",,PR_NP09_70_PPNR
6065161,9974699899,9974699899,DG,9/26/2025,9/26/2025,3,-140.19,,PR_NP09_122_PPNR
6065161,9974699957,9974699957,DG,9/26/2025,9/26/2025,3,"-1,895.58",,PR_NP09_123_PPNR
6065161,9974700007,9974700007,DG,9/26/2025,9/26/2025,3,"-45,146.62",,PR_NP09_69_PPNR
6065161,9974700106,9974700106,DG,9/26/2025,9/26/2025,3,-163.49,,PR_NP09_119_PPNR
6065161,,,,,,,"611,524.54",,
6115419,9974696103,9974696103,DG,9/25/2025,9/25/2025,4,"-346,706.51",,PR_WA09_95_RSNR
6115419,9974696807,,RV,9/25/2025,9/25/2025,4,"-145,270.41",,VR_WA09_09RSNR
6115419,9974698832,9974698832,DG,9/26/2025,9/26/2025,3,-389.75,,PR_WA09_100_RSNR
6115419,9974698862,9974698862,DG,9/26/2025,9/26/2025,3,"-31,040.00",,PR_WA09_98_RSNR
6115419,9974698875,9974698875,DG,9/26/2025,9/26/2025,3,"-4,110.08",,PR_WA09_101_RSNR
6115419,9974702130,9974702130,DR,9/29/2025,9/30/2025,-1,"122,281.43",,CMI2509000000519
6115419,9974702131,9974702131,DR,9/29/2025,9/30/2025,-1,"112,046.41",,CMI2509000000519
6115419,9974702143,9974702143,DR,9/29/2025,9/30/2025,-1,"32,112.93",,CMI2509000000520
6115419,9974702144,9974702144,DR,9/29/2025,9/30/2025,-1,"109,660.81",,CMI2509000000519
6115419,,,,,,,"-151,415.17",,
6142453,9974691758,9974691758,DG,9/23/2025,9/23/2025,6,"-180,475.72","9,903.41 on 26.09 paid 07:45 exclude",PR_GR09_830_NKNR
6142453,9974691964,9974691964,DG,9/23/2025,9/23/2025,6,"-178,480.00","9,903.41 on 26.09 paid 07:45 exclude",PR_GR09_827_NKNR
6142453,9974692120,9974692120,DG,9/23/2025,9/23/2025,6,"-21,051.84","9,903.41 on 26.09 paid 07:45 exclude",PR_GR09_829_NKNR
6142453,9974692144,9974692144,DG,9/23/2025,9/23/2025,6,"-29,001.06","9,903.41 on 26.09 paid 07:45 exclude",PR_GR09_828_NKNR
6142453,9974692190,9974692190,DG,9/23/2025,9/23/2025,6,"-52,477.00","9,903.41 on 26.09 paid 07:45 exclude",PR_GR09_828_NKNR
6142453,9974694426,9974694426,DG,9/24/2025,9/25/2025,4,"-1,246.73","9,903.41 on 26.09 paid 07:45 exclude",2.71036E+14
6142453,9974694427,9974694427,DG,9/24/2025,9/25/2025,4,"-1,006.41","9,903.41 on 26.09 paid 07:45 exclude",CMI2312000000089
6142453,9974694460,9974694460,DG,9/24/2025,9/25/2025,4,-602.79,"9,903.41 on 26.09 paid 07:45 exclude",CMI2406000000509
6142453,9974697282,9974697282,DR,9/25/2025,9/26/2025,3,"208,635.35","9,903.41 on 26.09 paid 07:45 exclude",FOC.614245323X23
6142453,9974697283,9974697283,DR,9/25/2025,9/26/2025,3,"181,217.18","9,903.41 on 26.09 paid 07:45 exclude",CMI2509000000398
6142453,9974697284,9974697284,DR,9/25/2025,9/26/2025,3,"82,699.33","9,903.41 on 26.09 paid 07:45 exclude",2.30956E+13
6142453,9974697286,9974697286,DR,9/25/2025,9/26/2025,3,"1,693.10","9,903.41 on 26.09 paid 07:45 exclude",CMI2509000000398
6142453,9974700902,9974700902,DR,9/27/2025,9/28/2025,1,"13,675.54",,2.50956E+14
6142453,9974700903,9974700903,DR,9/27/2025,9/28/2025,1,"186,978.93",,2.50956E+14
6142453,9974700904,9974700904,DR,9/27/2025,9/28/2025,1,"7,491.37",,CMI2509000000488
6142453,9974700905,9974700905,DR,9/27/2025,9/28/2025,1,"50,888.49",,CMI2509000000488
6142453,9974700906,9974700906,DR,9/27/2025,9/28/2025,1,"213,851.23",,FOC.614245384X84
6142453,,,,,,,"482,788.97",,
6147468,9974691654,9974691654,DG,9/23/2025,9/23/2025,6,"-13,842.28",,PR_GR09_826_NKNR
6147468,9974691762,9974691762,DG,9/23/2025,9/23/2025,6,"-289,593.49",,PR_GR09_830_NKNR
6147468,9974691978,9974691978,DG,9/23/2025,9/23/2025,6,"-312,340.00",,PR_GR09_827_NKNR
6147468,9974692124,9974692124,DG,9/23/2025,9/23/2025,6,"-50,097.59",,PR_GR09_828_NKNR
6147468,9974695853,9974695853,DR,9/25/2025,9/26/2025,3,"564,481.12",,JFOC1825092025X5
6147468,9974695854,9974695854,DR,9/25/2025,9/26/2025,3,"171,114.11",,G230956147468111
6147468,9974695855,9974695855,DR,9/25/2025,9/26/2025,3,"80,883.11",,G230956147468112
6147468,9974695955,9974695955,DR,9/25/2025,9/26/2025,3,"1,204,309.50",,G230956147468110
6147468,9974697457,9974697457,DR,9/25/2025,9/26/2025,3,"204,520.61",,C24095614746815
6147468,9974697458,9974697458,DR,9/25/2025,9/26/2025,3,"163,897.68",,CMI2509000000500
6147468,9974697996,9974697996,DR,9/26/2025,9/27/2025,2,"81,447.58",,G25095614746815
6147468,9974697997,9974697997,DR,9/26/2025,9/27/2025,2,"1,693.10",,G25095614746865
6147468,,,,,,,"1,806,473.45",,
6148544,9974698538,9974698538,DG,9/26/2025,9/26/2025,3,"-1,269.15",,PR_NP09_114_PPNR
6148544,9974698557,9974698557,DG,9/26/2025,9/26/2025,3,"-1,042.52",,PR_NP09_113_PPNR
6148544,9974698689,9974698689,DG,9/26/2025,9/26/2025,3,"-4,785.83",,PR_NP09_115_PPNR
6148544,9974699280,9974699280,DG,9/26/2025,9/26/2025,3,"-2,157.12",,PR_NP09_120_PPNR
6148544,9974699289,9974699289,DG,9/26/2025,9/26/2025,3,"-4,405.33",,PR_NP09_117_PPNR
6148544,9974699330,9974699330,DG,9/26/2025,9/26/2025,3,-185.02,,PR_NP09_118_PPNR
6148544,9974699360,9974699360,DG,9/26/2025,9/26/2025,3,-806.55,,PR_NP09_119_PPNR
6148544,9974699402,9974699402,DG,9/26/2025,9/26/2025,3,"-29,860.46",,PR_NP09_116_PPNR
6148544,9974699566,9974699566,DG,9/26/2025,9/26/2025,3,-319.98,,PR_NP09_68_PPNR
6148544,9974699611,9974699611,DG,9/26/2025,9/26/2025,3,"-153,909.55",,PR_NP09_65_PPNR
6148544,9974699615,9974699615,DG,9/26/2025,9/26/2025,3,"-8,100.68",,PR_NP09_67_PPNR
6148544,9974699616,9974699616,DG,9/26/2025,9/26/2025,3,"-1,873.89",,PR_NP09_66_PPNR
6148544,9974699711,9974699711,DG,9/26/2025,9/26/2025,3,-277.57,,PR_NP09_105_PPNR
6148544,9974699713,9974699713,DG,9/26/2025,9/26/2025,3,-533.83,,PR_NP09_103_PPNR
6148544,9974699745,9974699745,DG,9/26/2025,9/26/2025,3,"-111,772.29",,PR_NP09_70_PPNR
6148544,9974699896,9974699896,DG,9/26/2025,9/26/2025,3,-919.63,,PR_NP09_123_PPNR
6148544,9974700086,9974700086,DG,9/26/2025,9/26/2025,3,"-68,209.85",,PR_NP09_69_PPNR
6148544,9974700172,9974700172,DG,9/26/2025,9/26/2025,3,"-4,677.77",,PR_NP09_125_PPNR
6148544,9974701969,9974701969,DR,9/29/2025,9/30/2025,-1,"2,287.15",,N26095614854421
6148544,9974701970,9974701970,DR,9/29/2025,9/30/2025,-1,"1,184,433.60",,N25095614854422
6148544,,,,,,,"791,613.73",,
6161835,9974698304,9974698304,DG,9/26/2025,9/27/2025,2,"-9,871.01",,G170956161835110
6161835,9974700423,9974700423,DR,9/27/2025,9/28/2025,1,"770,988.69",,G25095616183515
6161835,9974701782,9974701782,DR,9/28/2025,9/29/2025,0,"276,441.81",,JFOC1825092025X1
6161835,9974701783,9974701783,DR,9/28/2025,9/29/2025,0,"38,630.15",,G26095616183515
6161835,,,,,,,"1,076,189.64",,
6282413,9974699288,9974699288,DG,9/26/2025,9/26/2025,3,"-1,467.45",,PR_NP09_117_PPNR
6282413,9974699292,9974699292,DG,9/26/2025,9/26/2025,3,-455.16,,PR_NP09_120_PPNR
6282413,9974699326,9974699326,DG,9/26/2025,9/26/2025,3,-680.31,,PR_NP09_118_PPNR
6282413,9974699378,9974699378,DG,9/26/2025,9/26/2025,3,-347.66,,PR_NP09_130_PPNR
6282413,9974699436,9974699436,DG,9/26/2025,9/26/2025,3,"-16,433.24",,PR_NP09_116_PPNR
6282413,9974699465,9974699465,DG,9/26/2025,9/26/2025,3,"-4,863.35",,PR_NP09_115_PPNR
6282413,9974699573,9974699573,DG,9/26/2025,9/26/2025,3,-342.75,,PR_NP09_68_PPNR
6282413,9974699622,9974699622,DG,9/26/2025,9/26/2025,3,"-3,731.31",,PR_NP09_65_PPNR
6282413,9974699623,9974699623,DG,9/26/2025,9/26/2025,3,"-16,074.14",,PR_NP09_67_PPNR
6282413,9974699624,9974699624,DG,9/26/2025,9/26/2025,3,-701.94,,PR_NP09_66_PPNR
6282413,9974699712,9974699712,DG,9/26/2025,9/26/2025,3,"-7,133.91",,PR_NP09_105_PPNR
6282413,9974699769,9974699769,DG,9/26/2025,9/26/2025,3,"-20,984.10",,PR_NP09_70_PPNR
6282413,9974699919,9974699919,DG,9/26/2025,9/26/2025,3,"-1,614.16",,PR_NP09_128_PPNR
6282413,9974699952,9974699952,DG,9/26/2025,9/26/2025,3,-689.72,,PR_NP09_123_PPNR
6282413,9974699963,9974699963,DG,9/26/2025,9/26/2025,3,"-1,495.79",,PR_NP09_122_PPNR
6282413,9974700014,9974700014,DG,9/26/2025,9/26/2025,3,-794.39,,PR_NP09_124_PPNR
6282413,9974700083,9974700083,DG,9/26/2025,9/26/2025,3,-18.68,,PR_NP09_119_PPNR
6282413,9974700108,9974700108,DG,9/26/2025,9/26/2025,3,"-44,141.31",,PR_NP09_69_PPNR
6282413,9974700216,9974700216,DG,9/26/2025,9/26/2025,3,-429.94,,PR_NP09_108_PPNR
6282413,9974701374,9974701374,DR,9/28/2025,9/29/2025,0,"1,475,393.54",,N26095628241321
6282413,,,,,,,"1,352,994.23",,
6394419,9974666927,9974666927,DG,9/5/2025,9/5/2025,24,"-69,280.11","745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_06_SMNR
6394419,9974691096,9974691096,DG,9/23/2025,9/23/2025,6,"-73,278.65","745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_18_SMNR
6394419,9974691112,9974691112,DG,9/23/2025,9/23/2025,6,"-12,298.05","745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_20_SMNR
6394419,9974691207,9974691207,DG,9/23/2025,9/23/2025,6,"-1,075.69","745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_23_SMNR
6394419,9974691283,9974691283,DG,9/23/2025,9/23/2025,6,-280,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_21_SMNR
6394419,9974691329,9974691329,DG,9/23/2025,9/23/2025,6,-800,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691331,9974691331,DG,9/23/2025,9/23/2025,6,-660.93,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691332,9974691332,DG,9/23/2025,9/23/2025,6,-381.31,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691334,9974691334,DG,9/23/2025,9/23/2025,6,-331.78,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691335,9974691335,DG,9/23/2025,9/23/2025,6,-317.76,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691339,9974691339,DG,9/23/2025,9/23/2025,6,-660.93,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691342,9974691342,DG,9/23/2025,9/23/2025,6,-889.72,"745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_24_SMNR
6394419,9974691356,9974691356,DG,9/23/2025,9/23/2025,6,"-18,650.14","745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_25_SMNR
6394419,9974691528,9974691528,DG,9/23/2025,9/23/2025,6,"-3,954.06","745,307.54 on 29.09 paid 10:24 exclude",PR_IC09_26_SMNR
6394419,9974694889,9974694889,DR,9/24/2025,9/25/2025,4,"928,166.67","745,307.54 on 29.09 paid 10:24 exclude",CMI2509000000473
6394419,,,,,,,"745,307.54",,
6454836,9974674285,9974674285,DG,9/10/2025,9/10/2025,19,"-1,894.60",,PR_WA09_58_RSNR
6454836,9974674291,9974674291,DG,9/10/2025,9/10/2025,19,"-3,091.20",,PR_WA09_59_RSNR
6454836,9974693524,9974693524,DG,9/24/2025,9/24/2025,5,"-44,620.00",,PR_WA09_92_RSNR
6454836,9974693630,9974693630,DG,9/24/2025,9/24/2025,5,"-3,880.00",,PR_WA09_94_RSNR
6454836,9974693638,9974693638,DG,9/24/2025,9/24/2025,5,"-15,743.10",,PR_WA09_93_RSNR
6454836,9974696113,9974696113,DG,9/25/2025,9/25/2025,4,"-196,090.70",,PR_WA09_96_RSNR
6454836,9974696809,,RV,9/25/2025,9/25/2025,4,"-64,300.38",,VR_WA09_09RSNR
6454836,9974697362,9974697362,DR,9/25/2025,9/26/2025,3,"151,492.67","151,492.67 on 26.09 paid 12:33 exclude",CMI2509000000476
6454836,9974698876,9974698876,DG,9/26/2025,9/26/2025,3,"-10,089.70",,PR_WA09_98_RSNR
6454836,9974701432,9974701432,DR,9/28/2025,9/29/2025,0,"143,407.11",,CMI2509000000532
6454836,9974702145,9974702145,DR,9/29/2025,9/30/2025,-1,"76,312.63",,W26095645483611
6454836,9974702148,9974702148,DR,9/29/2025,9/30/2025,-1,"63,591.72",,W26095645483612
6454836,9974702160,9974702160,DR,9/29/2025,9/30/2025,-1,"54,368.50",,W26095645483613
6454836,,,,,,,"149,462.95",,
6544394,9974693532,9974693532,DG,9/24/2025,9/24/2025,5,"-3,395.00",,PR_WA09_93_RSNR
6544394,9974693632,9974693632,DG,9/24/2025,9/24/2025,5,"-18,963.50",,PR_WA09_92_RSNR
6544394,9974696107,9974696107,DG,9/25/2025,9/25/2025,4,"-170,306.79",,PR_WA09_95_RSNR
6544394,9974696585,,RV,9/25/2025,9/25/2025,4,"-10,715.27",,VR_WA09_09RSNR
6544394,9974697605,9974697605,DR,9/25/2025,9/26/2025,3,"196,896.54",,W25095654439411
6544394,9974698815,9974698815,DG,9/26/2025,9/26/2025,3,"-14,550.00",,PR_WA09_98_RSNR
6544394,9974698846,9974698846,DG,9/26/2025,9/26/2025,3,-779.5,,PR_WA09_100_RSNR
6544394,,,,,,,"-21,813.52",,
6586051,9974693538,9974693538,DG,9/24/2025,9/24/2025,5,"-6,877.30",,PR_WA09_93_RSNR
6586051,9974693615,9974693615,DG,9/24/2025,9/24/2025,5,"-22,310.00",,PR_WA09_92_RSNR
6586051,9974696586,,RV,9/25/2025,9/25/2025,4,"-10,548.47",,VR_WA09_09RSNR
6586051,9974698823,9974698823,DG,9/26/2025,9/26/2025,3,"-2,910.00",,PR_WA09_98_RSNR
6586051,,,,,,,"-42,645.77",,
6630963,9974697287,9974697287,DR,9/25/2025,9/26/2025,3,"299,119.31",,N22095663096321
6630963,9974697288,9974697288,DR,9/25/2025,9/26/2025,3,"101,327.68",,N23095663096321
6630963,9974698584,9974698584,DG,9/26/2025,9/26/2025,3,-553.33,,PR_NP09_114_PPNR
6630963,9974699294,9974699294,DG,9/26/2025,9/26/2025,3,-561.85,,PR_NP09_117_PPNR
6630963,9974699331,9974699331,DG,9/26/2025,9/26/2025,3,-151.38,,PR_NP09_118_PPNR
6630963,9974699415,9974699415,DG,9/26/2025,9/26/2025,3,"-25,319.91",,PR_NP09_116_PPNR
6630963,9974699466,9974699466,DG,9/26/2025,9/26/2025,3,"-2,053.53",,PR_NP09_115_PPNR
6630963,9974699518,9974699518,DG,9/26/2025,9/26/2025,3,-126.39,,PR_NP09_68_PPNR
6630963,9974699630,9974699630,DG,9/26/2025,9/26/2025,3,"-1,660.50",,PR_NP09_66_PPNR
6630963,9974699631,9974699631,DG,9/26/2025,9/26/2025,3,"-25,244.23",,PR_NP09_65_PPNR
6630963,9974699632,9974699632,DG,9/26/2025,9/26/2025,3,"-18,873.98",,PR_NP09_67_PPNR
6630963,9974699669,9974699669,DG,9/26/2025,9/26/2025,3,"-10,564.19",,PR_NP09_70_PPNR
6630963,9974699715,9974699715,DG,9/26/2025,9/26/2025,3,"-12,659.95",,PR_NP09_105_PPNR
6630963,9974699966,9974699966,DG,9/26/2025,9/26/2025,3,-689.72,,PR_NP09_123_PPNR
6630963,9974700105,9974700105,DG,9/26/2025,9/26/2025,3,-665.53,,PR_NP09_109_PPNR
6630963,9974700118,9974700118,DG,9/26/2025,9/26/2025,3,"-7,337.46",,PR_NP09_69_PPNR
6630963,9974700158,9974700158,DG,9/26/2025,9/26/2025,3,"-4,677.77",,PR_NP09_125_PPNR
6630963,9974700192,9974700192,DG,9/26/2025,9/26/2025,3,-644.91,,PR_NP09_108_PPNR
6630963,9974701481,9974701481,DR,9/28/2025,9/29/2025,0,"1,140,928.95",,N25095663096321
6630963,,,,,,,"1,429,591.31",,
6875657,800011010,,MI,9/4/2025,9/4/2025,25,"11,123.66",596.24 on 29.09 paid 09:53 exclude,
6875657,9974651891,9974651891,DG,8/28/2025,8/28/2025,32,"-17,460.00","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_18_SMNR
6875657,9974652121,9974652121,DG,8/28/2025,8/28/2025,32,"-1,940.00","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_34_SMNR
6875657,9974652122,9974652122,DG,8/28/2025,8/28/2025,32,-194,"1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_34_SMNR
6875657,9974652123,9974652123,DG,8/28/2025,8/28/2025,32,"-5,486.32","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_34_SMNR
6875657,9974652187,9974652187,DG,8/28/2025,8/28/2025,32,"-8,739.47","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_28_SMNR
6875657,9974652230,9974652230,DG,8/28/2025,8/28/2025,32,"-50,280.13","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_20_SMNR
6875657,9974652258,9974652258,DG,8/28/2025,8/28/2025,32,"-1,075.69","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_21_SMNR
6875657,9974653306,9974653306,DG,8/29/2025,8/29/2025,31,"-8,659.43","1,378,195.36 on 28.09 paid 18:06 exclude",PR_IC08_22_SMNR
6875657,9974654235,9974654235,DR,8/29/2025,8/30/2025,30,"579,771.69","1,378,195.36 on 28.09 paid 18:06 exclude",DCM2508000000129
6875657,9974654855,9974654855,DR,8/30/2025,8/31/2025,29,"892,258.71","1,378,195.36 on 28.09 paid 18:06 exclude",DCM2508000000123
6875657,9974666943,9974666943,DG,9/5/2025,9/5/2025,24,"-2,132.94",596.24 on 29.09 paid 09:53 exclude,PR_IC09_06_SMNR
6875657,9974691129,9974691129,DG,9/23/2025,9/23/2025,6,"-39,770.00",,PR_IC09_18_SMNR
6875657,9974691297,9974691297,DG,9/23/2025,9/23/2025,6,"-4,302.76",596.24 on 29.09 paid 09:53 exclude,PR_IC09_23_SMNR
6875657,9974691298,9974691298,DG,9/23/2025,9/23/2025,6,"-1,002.59",596.24 on 29.09 paid 09:53 exclude,PR_IC09_21_SMNR
6875657,9974691343,9974691343,DG,9/23/2025,9/23/2025,6,"-3,089.13",596.24 on 29.09 paid 09:53 exclude,PR_IC09_25_SMNR
6875657,9974691478,9974691478,DG,9/23/2025,9/23/2025,6,"-24,250.00",,PR_IC09_27_SMNR
6875657,9974691499,9974691499,DG,9/23/2025,9/23/2025,6,-667.28,,PR_IC09_35_SMNR
6875657,9974691511,9974691511,DG,9/23/2025,9/23/2025,6,-853,,PR_IC09_35_SMNR
